n,m,d,n_red,m_red,rep,steps,time,alpha,IsAut_Sp,IsAut_Re,steps,time_a,alpha_a,|a|,IsAut_Sp_a,IsAut_Re_a
30,30,4,30,30,2,32,1.333479881286621,1.3154411045779133,True,True,28,5.48987603187561,1.3275003131795708,30,True,True
30,30,4,30,30,3,20,0.8328101634979248,0.8213239580189728,True,True,18,2.6055822372436523,0.8229418762900111,30,True,True
30,30,4,30,30,4,28,1.1427178382873535,0.7475451146582697,True,True,0,0.09669184684753418,0.22247191011235956,30,True,True
30,30,4,30,30,5,25,1.0265247821807861,0.9928620271717401,True,True,22,4.25119161605835,0.9951443810475659,30,True,True
30,30,5,30,30,1,26,1.0631189346313477,1.0100723507804452,True,True,22,3.16921067237854,1.0122713947270734,30,True,True
30,30,5,30,30,2,32,1.3084449768066406,0.9205739489436379,True,True,28,3.2749152183532715,0.9225474460092106,30,True,True
30,30,5,30,30,3,33,1.3528668880462646,1.1799766375074465,True,True,1,0.21649980545043945,0.4819277108433735,22,True,True
30,30,5,30,30,4,24,0.9882769584655762,1.1569818301796042,True,True,21,3.633175849914551,1.1608845866326187,30,True,True
30,30,5,30,30,5,15,0.632875919342041,1.0682645730983884,True,True,12,1.8537650108337402,1.0694716174328212,29,True,True
30,40,3,30,40,1,21,1.1429500579833984,0.9973935524235548,True,True,18,4.345726013183594,1.0006470845528856,30,True,True
30,40,3,30,40,2,21,1.1555018424987793,1.1834823824903686,True,True,18,4.364911079406738,1.1866790357018262,30,True,True
30,40,3,30,40,3,20,1.0955519676208496,0.9389417932212968,True,True,18,4.90041708946228,0.9407464939067602,30,True,True
30,40,3,30,40,4,16,0.8857169151306152,1.1479346790300784,True,True,14,4.0693957805633545,1.1499351180502813,30,True,True
30,40,3,30,40,5,18,1.002253770828247,0.968881997070412,True,True,17,3.6467092037200928,0.9715593321714445,30,True,True
30,40,4,30,40,1,17,0.9411890506744385,1.0119703436701202,True,True,14,4.166292905807495,1.01365721602339,30,True,True
30,40,4,30,40,2,26,1.4108517169952393,1.062892606071112,True,True,23,4.531999111175537,1.0699018062352543,30,True,True
30,40,4,30,40,3,26,1.4130008220672607,1.1803814171201263,True,True,22,4.086541175842285,1.184133136498915,30,True,True
30,40,4,30,40,4,33,1.7926418781280518,1.0473843271107275,True,True,28,7.242363214492798,1.0505267669665235,30,True,True
30,40,4,30,40,5,40,2.1352150440216064,1.5154061061448822,True,True,29,6.276700019836426,1.5369071469867,28,True,True
30,40,5,30,40,1,44,2.3377320766448975,1.208120990422695,True,True,39,8.878556966781616,1.2162738392069887,30,True,True
30,40,5,30,40,2,21,1.1469502449035645,1.362494599712001,True,True,18,2.946732759475708,1.3672389880863016,30,True,True
30,40,5,30,40,3,32,1.7173480987548828,1.166227138425321,True,True,0,0.1315019130706787,0.22015503875968992,30,True,True
30,40,5,30,40,4,21,1.1445250511169434,1.0203066271746681,True,True,18,3.0779778957366943,1.0230864559653072,30,True,True
30,40,5,30,40,5,29,1.5833189487457275,1.5365116208127616,True,True,25,7.0322301387786865,1.5433085552250845,30,True,True
30,50,3,30,50,1,14,0.9772181510925293,1.248477919278088,True,True,12,3.684326171875,1.2522872026823364,30,True,True
30,50,3,30,50,2,32,2.1335887908935547,1.3382213422204932,True,True,27,8.066097736358643,1.3482186222552852,30,True,True
30,50,3,30,50,3,19,1.3020362854003906,1.4998559509074718,True,True,17,5.197425842285156,1.5053685591177128,30,True,True
30,50,3,30,50,4,16,1.1023218631744385,1.23382036647485,True,True,15,4.58728289604187,1.2384558134333057,30,True,True
30,50,3,30,50,5,19,1.2972090244293213,1.2046785984063448,True,True,16,5.204431772232056,1.2072521614588587,30,True,True
30,50,4,30,50,1,23,1.543205976486206,1.256224049261247,True,True,16,4.921833753585815,1.263500686006453,29,True,True
30,50,4,30,50,2,24,1.6554818153381348,1.4055527929907217,True,True,21,5.072101831436157,1.4102440540433157,30,True,True
30,50,4,30,50,3,26,1.775853157043457,1.3143226488973647,True,True,23,5.580596923828125,1.3184201493700922,30,True,True
30,50,4,30,50,4,29,1.9427168369293213,1.3696651950377647,True,True,25,5.953792095184326,1.3792114020345236,30,True,True
30,50,4,30,50,5,30,1.9927771091461182,1.597056682243249,True,True,27,7.6296021938323975,1.6131508669694965,30,True,True
30,50,5,30,50,1,17,1.165177822113037,1.4009239246047853,True,True,16,3.3390538692474365,1.408014242267496,30,True,True
30,50,5,30,50,2,36,2.3837478160858154,1.3658858109303276,True,True,29,6.766280174255371,1.3741107123966827,27,True,True
30,50,5,30,50,3,21,1.4335269927978516,1.2586733287574992,True,True,19,4.65887188911438,1.2619989129936067,30,True,True
30,50,5,30,50,4,37,2.4569578170776367,1.9591821698707963,True,True,32,8.448187828063965,1.9919612080128037,30,True,True
30,50,5,30,50,5,26,1.8430562019348145,1.475154864462991,True,True,17,3.7414028644561768,1.532175641985354,29,True,True
40,10,3,40,10,1,14,0.29326605796813965,0.28147827959056676,True,True,13,0.8530101776123047,0.28149171525831057,40,True,True
40,10,3,38,10,2,32,0.5845451354980469,0.3063876220129772,True,True,22,1.5399858951568604,0.3066169029880329,37,True,True
40,10,3,38,10,3,31,0.5619978904724121,0.08094145346502883,True,True,25,1.3551099300384521,0.08100379857862038,38,True,True
40,10,3,39,10,4,25,0.4703209400177002,0.10663492301172275,True,True,21,1.2560582160949707,0.1067143957995022,39,True,True
40,10,3,39,10,5,29,0.5433731079101562,0.19771715893657213,True,True,24,1.6329751014709473,0.19801157555702298,39,True,True
40,10,4,38,10,1,22,0.40688109397888184,0.24939699107199836,True,True,19,0.9562280178070068,0.24969009444454163,38,True,True
40,10,4,37,10,2,20,0.36017298698425293,0.07300462161586617,True,True,16,0.811924934387207,0.07314061464559775,37,True,True
40,10,4,38,10,3,18,0.3369429111480713,0.2512757720176236,True,True,16,1.095623254776001,0.25151530797720256,38,True,True
40,10,4,37,10,4,31,0.54840087890625,0.4023489454573782,True,True,26,1.2506036758422852,0.4023480325340904,37,True,True
40,10,4,38,10,5,13,0.24699091911315918,0.17119360048933538,True,True,11,0.5845780372619629,0.17119329150405488,38,True,True
40,10,5,29,10,1,15,0.22055506706237793,0.6254824681373025,True,True,12,0.49391913414001465,0.6257905912395316,29,True,True
40,10,5,32,10,2,22,0.3437669277191162,0.173838566883207,True,True,18,0.8512260913848877,0.17383788160903432,32,True,True
40,10,5,33,10,3,15,0.2453019618988037,0.28731094626526266,True,True,12,0.49610114097595215,0.287317188142855,33,True,True
40,10,5,30,10,4,18,0.2679123878479004,0.36691746379861057,True,True,15,0.5645997524261475,0.3670365396632437,30,True,True
40,10,5,29,10,5,18,0.25975680351257324,0.4442748942201174,True,True,15,0.5735299587249756,0.44437345180433613,29,True,True
40,20,3,39,20,1,15,0.5670609474182129,0.7205883906029598,True,True,13,1.6907861232757568,0.720842575993947,39,True,True
40,20,3,40,20,2,12,0.458737850189209,0.4993565358160871,True,True,10,1.2813923358917236,0.4996253927370695,40,True,True
40,20,3,40,20,3,27,0.9965667724609375,0.7434063158851345,True,True,19,3.4418559074401855,0.7446588941547161,39,True,True
40,20,3,40,20,4,17,0.6394138336181641,0.6988741171137425,True,True,14,1.8755247592926025,0.6994373586638067,28,True,True
40,20,3,40,20,5,28,1.0339391231536865,0.6808540482703143,True,True,23,4.237127065658569,0.6818265711517567,40,True,True
40,20,4,40,20,1,13,0.4935739040374756,0.5136232140626422,True,True,11,1.2799952030181885,0.5137479747657354,40,True,True
40,20,4,40,20,2,25,0.9198520183563232,0.7841404567566723,True,True,21,2.8849081993103027,0.7852561145751609,40,True,True
40,20,4,40,20,3,32,1.1644270420074463,0.40480052237994685,True,True,28,3.7725698947906494,0.4058688041413328,40,True,True
40,20,4,39,20,4,29,1.0321018695831299,0.4655281783701239,True,True,24,2.181774854660034,0.46587126182252575,39,True,True
40,20,4,40,20,5,26,0.9920549392700195,0.4894258202843636,True,True,22,2.4767322540283203,0.4901961576338814,40,True,True
40,20,5,39,20,1,56,1.9593479633331299,0.38516943465382314,True,True,47,4.5688700675964355,0.3860973532497921,39,True,True
40,20,5,39,20,2,30,1.0740079879760742,0.577328546324923,True,True,25,2.8233389854431152,0.5779131404847417,39,True,True
40,20,5,40,20,3,90,3.229376792907715,0.4005591704680249,True,True,72,7.2968010902404785,0.4019359922013412,40,True,True
40,20,5,40,20,4,36,1.3037869930267334,0.35390951990143243,True,True,30,3.8991599082946777,0.3541428129063866,40,True,True
40,20,5,39,20,5,33,1.175400972366333,0.6015006026935545,True,True,28,3.5002434253692627,0.6016819665643783,39,True,True
40,30,3,40,30,1,13,0.7279479503631592,0.7858732019954271,True,True,11,2.5220820903778076,0.7864082496006259,40,True,True
40,30,3,40,30,2,20,1.090367078781128,0.7407033652456363,True,True,17,4.185835123062134,0.7411828460637359,40,True,True
40,30,3,40,30,3,20,1.1110649108886719,0.9032098650746644,True,True,17,4.85842490196228,0.9043478460293868,40,True,True
40,30,3,40,30,4,24,1.3351919651031494,0.9600052312005327,True,True,21,4.688832998275757,0.9615799307633531,40,True,True
40,30,3,40,30,5,20,1.111532211303711,0.6532162026755626,True,True,17,4.150175094604492,0.6547678642863547,40,True,True
40,30,4,40,30,1,22,1.2606201171875,0.8826716500498731,True,True,19,3.4705750942230225,0.8846392178883843,40,True,True
40,30,4,40,30,2,20,1.1104772090911865,0.8414169732361428,True,True,17,3.1270430088043213,0.8427265643431637,40,True,True
40,30,4,40,30,3,17,0.9371109008789062,0.6894203505926928,True,True,15,4.160451889038086,0.6925881926796281,40,True,True
40,30,4,40,30,4,18,0.9975428581237793,0.9253308275431694,True,True,16,3.558475971221924,0.9261901082161547,40,True,True
40,30,4,40,30,5,21,1.1479239463806152,0.8280518140863987,True,True,18,4.7188169956207275,0.8295994125326852,40,True,True
40,30,5,40,30,1,65,3.426023244857788,0.6338935101168091,True,True,52,9.75940203666687,0.6389044872682944,40,True,True
40,30,5,40,30,2,42,2.2389392852783203,0.7899088535621185,True,True,36,8.034421920776367,0.7918608960198704,40,True,True
40,30,5,39,30,3,34,1.817223310470581,0.6485281436244957,True,True,24,3.785743236541748,0.6500772328500881,37,True,True
40,30,5,40,30,4,21,1.1509687900543213,0.842273861570382,True,True,18,3.951140880584717,0.8435809099070171,40,True,True
40,30,5,40,30,5,62,3.2682957649230957,0.7407064597820775,True,True,0,0.10332107543945312,0.05021834061135371,40,True,True
40,40,3,40,40,1,17,1.2394750118255615,1.0249467561988819,True,True,15,5.432734251022339,1.02763819101497,40,True,True
40,40,3,40,40,2,15,1.1008570194244385,0.8983441924768393,True,True,13,4.340566873550415,0.8997281594432,40,True,True
40,40,3,40,40,3,21,1.5137460231781006,0.7356696994602495,True,True,18,5.93077826499939,0.737108155756772,40,True,True
40,40,3,40,40,4,20,1.5047669410705566,1.0165643553749362,True,True,17,5.239439964294434,1.0180908980727565,40,True,True
40,40,3,40,40,5,23,1.6980559825897217,1.1354211131918168,True,True,20,7.3640031814575195,1.1375433134272759,40,True,True
40,40,4,40,40,1,24,1.7353627681732178,1.2292176441378087,True,True,19,9.162385940551758,1.2343452029729123,37,True,True
40,40,4,40,40,2,29,2.068488359451294,1.0077907385239897,True,True,21,7.816295862197876,1.0123426679300354,30,True,True
40,40,4,40,40,3,26,1.8782050609588623,0.8725805207362454,True,True,22,9.335474967956543,0.8752178355215879,40,True,True
40,40,4,40,40,4,38,2.6915009021759033,0.8518034277671713,True,True,33,14.363141059875488,0.8571900638186285,40,True,True
40,40,4,40,40,5,18,1.311467170715332,0.9749418513042356,True,True,15,6.609982967376709,0.976568498382025,40,True,True
40,40,5,40,40,1,33,2.343161106109619,0.8104219115240984,True,True,29,6.223916053771973,0.813539677646646,40,True,True
40,40,5,40,40,2,16,1.1800389289855957,1.060889434207919,True,True,14,5.032198190689087,1.0633612426210857,38,True,True
40,40,5,40,40,3,22,1.6000969409942627,0.861665211589936,True,True,1,0.38753819465637207,0.43842731720563666,28,True,True
40,40,5,40,40,4,25,1.7882311344146729,1.2507496758439254,True,True,21,8.106925249099731,1.2541148911078808,40,True,True
40,40,5,40,40,5,50,3.5464329719543457,0.9384798255931023,True,True,42,9.947343111038208,0.9494229275644999,40,True,True
40,50,3,40,50,1,16,1.4607791900634766,1.253042659704109,True,True,15,6.74674391746521,1.2557876657820213,40,True,True
40,50,3,40,50,2,16,1.460655927658081,1.0421936694234641,True,True,15,7.979585886001587,1.0433070965215512,40,True,True
40,50,3,40,50,3,18,1.6485941410064697,1.1365105282328947,True,True,16,7.349184036254883,1.1384597297671837,40,True,True
40,50,3,40,50,4,22,1.9953649044036865,1.3453361545998739,True,True,19,8.767583131790161,1.3509807174171793,40,True,True
40,50,3,40,50,5,21,1.912459135055542,0.9970723498361106,True,True,19,9.634687900543213,0.999445207412218,40,True,True
40,50,4,40,50,1,18,1.650244951248169,1.1698775138265025,True,True,16,5.766749143600464,1.1755394280389588,40,True,True
40,50,4,40,50,2,19,1.7227249145507812,0.9361577303545482,True,True,16,5.888934850692749,0.9385468374659516,40,True,True
40,50,4,40,50,3,28,2.5032849311828613,1.2704958484188393,True,True,25,8.703734159469604,1.2748615156020342,40,True,True
40,50,4,40,50,4,25,2.2201411724090576,1.243337532768766,True,True,21,6.962896108627319,1.2463680932010612,40,True,True
40,50,4,40,50,5,26,2.3077969551086426,1.084555780059606,True,True,23,9.230315923690796,1.0889373928832853,40,True,True
40,50,5,40,50,1,27,2.3877570629119873,1.1755866807489481,True,True,23,11.033452033996582,1.1790587647232764,40,True,True
40,50,5,40,50,2,24,2.151895046234131,1.2054459041493448,True,True,21,10.533726930618286,1.2079070692880685,40,True,True
40,50,5,40,50,3,61,5.275907039642334,1.0563523015306828,True,True,42,13.52068305015564,1.069451232601899,28,True,True
40,50,5,40,50,4,22,1.959764003753662,1.090151023386709,True,True,19,7.348133087158203,1.0935139759136456,40,True,True
40,50,5,40,50,5,29,2.5510969161987305,0.992029089932557,True,True,0,0.4041788578033447,0.2674897119341666,39,True,True
50,10,3,48,10,1,13,0.3107619285583496,0.27160598462521757,True,True,9,0.7366302013397217,0.27170570197784943,45,True,True
50,10,3,49,10,2,54,1.2450981140136719,0.10812986097829955,True,True,43,3.389045000076294,0.10854290927132859,49,True,True
50,10,3,49,10,3,64,1.4744579792022705,0.22124175708077945,True,True,45,3.757511854171753,0.22221308826605335,46,True,True
50,10,3,48,10,4,15,0.3556990623474121,0.2648345257873242,True,True,13,1.12021803855896,0.2649652269782371,48,True,True
50,10,3,50,10,5,51,1.2012557983398438,0.07190989829388268,True,True,42,3.335655927658081,0.07197114938374975,50,True,True
50,10,4,43,10,1,21,0.4367330074310303,0.3208631616868064,True,True,18,1.3121798038482666,0.32086273322385045,43,True,True
50,10,4,47,10,2,43,0.9551098346710205,0.09504358749283892,True,True,35,2.20900297164917,0.0950414465844249,47,True,True
50,10,4,43,10,3,40,0.8141930103302002,0.13555439004976547,True,True,33,1.8401336669921875,0.13591361406689356,43,True,True
50,10,4,46,10,4,13,0.2991292476654053,0.1336658896195875,True,True,11,0.7224550247192383,0.13367807822774125,46,True,True
50,10,4,45,10,5,12,0.2699558734893799,0.02086485150867246,True,True,10,0.6764540672302246,0.020896330043255324,45,True,True
50,10,5,39,10,1,48,0.8863568305969238,0.42168880508278633,True,True,41,2.263762950897217,0.42250028962516156,39,True,True
50,10,5,38,10,2,47,0.8411369323730469,0.18765029341196485,True,True,38,1.7312719821929932,0.18771495711028002,38,True,True
50,10,5,37,10,3,21,0.3789069652557373,0.13849605332256307,True,True,17,0.9888708591461182,0.1384952121684342,37,True,True
50,10,5,39,10,4,33,0.6139976978302002,0.05824230244172584,True,True,27,1.286168098449707,0.058243362317839414,39,True,True
50,10,5,39,10,5,67,1.2534358501434326,0.44295945201307363,True,True,56,2.74088978767395,0.44341493466525744,39,True,True
50,20,3,50,20,1,15,0.7031097412109375,0.6664813131329356,True,True,13,2.2707741260528564,0.6665742213653336,50,True,True
50,20,3,50,20,2,15,0.7053399085998535,0.5650961139929398,True,True,13,2.455083131790161,0.5652814618962897,50,True,True
50,20,3,50,20,3,14,0.6589739322662354,0.5074801033922861,True,True,12,2.1744518280029297,0.5076211999173144,50,True,True
50,20,3,50,20,4,16,0.7510812282562256,0.6643580337638125,True,True,14,2.2889881134033203,0.6645039369948216,50,True,True
50,20,3,50,20,5,26,1.2041988372802734,0.5300184669790997,True,True,22,5.5505969524383545,0.5302602432806947,50,True,True
50,20,4,50,20,1,20,0.927577018737793,0.6159585855191696,True,True,17,2.910512924194336,0.6162215631951432,50,True,True
50,20,4,50,20,2,38,1.7162978649139404,0.5174172136841532,True,True,1,0.22546100616455078,0.26282016686176013,36,True,True
50,20,4,50,20,3,23,1.0693109035491943,0.5939119230804982,True,True,20,4.5268120765686035,0.5954080781992093,50,True,True
50,20,4,49,20,4,48,2.11208176612854,0.6075865414732795,True,True,40,6.94823694229126,0.6094147579024016,49,True,True
50,20,4,49,20,5,96,4.160962820053101,0.24603268094151404,True,True,0,0.0844278335571289,0.006153846153846154,49,True,True
50,20,5,49,20,1,45,1.9863848686218262,0.5388302167489509,True,True,34,4.003462314605713,0.5395395177800177,46,True,True
50,20,5,50,20,2,62,2.767764091491699,0.33947748788731774,True,True,51,7.551146984100342,0.34047125746230555,50,True,True
50,20,5,47,20,3,43,1.8173048496246338,0.25789377588928813,True,True,27,3.3936421871185303,0.25880932839806353,45,True,True
50,20,5,48,20,4,49,2.1117100715637207,0.6654489844052056,True,True,39,5.607780694961548,0.6656554384595732,48,True,True
50,20,5,49,20,5,37,1.6316609382629395,0.2781605633519632,True,True,30,3.7827999591827393,0.2785810087474086,44,True,True
50,30,3,50,30,1,19,1.3065721988677979,0.6572235179857129,True,True,16,4.711491823196411,0.658038048764236,50,True,True
50,30,3,50,30,2,20,1.366318941116333,0.866351933569173,True,True,17,5.233203172683716,0.8668664520655815,50,True,True
50,30,3,50,30,3,19,1.3019838333129883,0.8264577727997534,True,True,17,5.2957799434661865,0.8272425727969449,50,True,True
50,30,3,50,30,4,16,1.105527639389038,0.8426740623352278,True,True,14,5.365149974822998,0.8445388291831876,50,True,True
50,30,3,50,30,5,16,1.1089880466461182,0.6913938475030329,True,True,13,3.7700748443603516,0.6918027784105718,50,True,True
50,30,4,50,30,1,21,1.4386398792266846,0.673041195647365,True,True,18,5.6583850383758545,0.6734440777936508,50,True,True
50,30,4,50,30,2,24,1.62481689453125,0.7321779004889978,True,True,21,5.84441876411438,0.7331864180041866,50,True,True
50,30,4,50,30,3,24,1.621863842010498,0.6983615241049653,True,True,21,7.496500015258789,0.6992290261022035,50,True,True
50,30,4,50,30,4,19,1.3014471530914307,0.6175032848960172,True,True,17,5.678211212158203,0.6181627772794339,50,True,True
50,30,4,50,30,5,17,1.171759843826294,0.5873568238622049,True,True,15,5.1680779457092285,0.5879936683308149,50,True,True
50,30,5,50,30,1,26,1.751842975616455,0.7937935753941198,True,True,22,5.360919237136841,0.7951839814879704,50,True,True
50,30,5,50,30,2,33,2.21925687789917,0.48394797630604247,True,True,21,4.802085876464844,0.4846972269986404,49,True,True
50,30,5,50,30,3,33,2.216872215270996,0.5083804581138701,True,True,29,7.748060941696167,0.5091212783193466,50,True,True
50,30,5,50,30,4,23,1.5646069049835205,0.7791183184702769,True,True,17,3.843653917312622,0.7799616466055247,36,True,True
50,30,5,50,30,5,25,1.6853010654449463,0.7021196860096282,True,True,22,5.560065984725952,0.7032545905304329,50,True,True
50,40,3,50,40,1,19,1.7325870990753174,0.8294312312534027,True,True,16,7.849203109741211,0.8306961919367257,50,True,True
50,40,3,50,40,2,13,1.210407018661499,0.92259086758103,True,True,0,1.2732486724853516,0.45006485084308046,40,True,True
50,40,3,50,40,3,14,1.2905149459838867,0.8717742209802558,True,True,12,5.960686922073364,0.872913444971598,50,True,True
50,40,3,50,40,4,17,1.5556941032409668,0.8274920753047769,True,True,15,7.642923831939697,0.8278128460455585,50,True,True
50,40,3,50,40,5,24,2.148958206176758,0.8081749401099053,True,True,20,9.685719728469849,0.8103889344261094,50,True,True
50,40,4,50,40,1,20,1.805724859237671,0.875291994482365,True,True,17,5.633159160614014,0.8764749081061923,50,True,True
50,40,4,50,40,2,19,1.7286641597747803,0.8904985868023962,True,True,16,6.0353312492370605,0.8914984418001166,50,True,True
50,40,4,50,40,3,21,1.9134571552276611,0.8483950200461973,True,True,18,6.6805338859558105,0.8491593453918089,50,True,True
50,40,4,50,40,4,27,2.408937931060791,0.9642364212935333,True,True,0,0.3891270160675049,0.2007233273056058,50,True,True
50,40,4,50,40,5,16,1.4804811477661133,0.7546855477870993,True,True,14,5.423974275588989,0.7552903304225886,50,True,True
50,40,5,50,40,1,26,2.325988292694092,0.7916400863251251,True,True,18,11.5655198097229,0.7940016594752911,43,True,True
50,40,5,50,40,2,20,1.8113019466400146,0.7777584903977519,True,True,17,5.996933221817017,0.7788059153925566,50,True,True
50,40,5,50,40,3,20,1.8322539329528809,0.9858496785874494,True,True,17,8.872782945632935,0.9886787101895529,50,True,True
50,40,5,50,40,4,22,1.985943078994751,0.7880792303203559,True,True,19,8.142660856246948,0.7887632396922513,50,True,True
50,40,5,50,40,5,37,3.2897536754608154,1.0961192891391751,True,True,31,9.640064001083374,1.099897895362944,50,True,True
50,50,3,50,50,1,14,1.6294701099395752,0.9732479291545804,True,True,13,8.175474882125854,0.9747329689168838,50,True,True
50,50,3,50,50,2,19,2.1618847846984863,0.8719650793519279,True,True,17,11.267604112625122,0.873810494320848,50,True,True
50,50,3,50,50,3,15,1.7349560260772705,0.984045440047815,True,True,13,7.680384874343872,0.9850996675036118,50,True,True
50,50,3,50,50,4,19,2.1372530460357666,1.0011955420512153,True,True,17,11.256035089492798,1.0026659139740242,50,True,True
50,50,3,50,50,5,18,2.037564992904663,1.099747501755773,True,True,15,11.335218906402588,1.1012149582928936,50,True,True
50,50,4,50,50,1,21,2.387660026550293,1.0349106818127616,True,True,18,7.639321804046631,1.0373356926003021,50,True,True
50,50,4,50,50,2,21,2.3798840045928955,0.964518875812136,True,True,18,8.197405815124512,0.9664540537440184,50,True,True
50,50,4,50,50,3,18,2.046907901763916,0.951186727279375,True,True,15,7.692193031311035,0.952431529067515,50,True,True
50,50,4,50,50,4,22,2.462998867034912,0.9275707646059962,True,True,19,7.804809093475342,0.929069691495346,50,True,True
50,50,4,50,50,5,15,1.7058942317962646,0.9521891034290902,True,True,13,6.343968152999878,0.9538629240412632,50,True,True
50,50,5,50,50,1,32,3.501293897628784,0.854923686941908,True,True,24,9.072395086288452,0.8578682901438802,50,True,True
50,50,5,50,50,2,31,3.4388341903686523,0.9646903518811624,True,True,26,16.889864921569824,0.9675494784351129,50,True,True
50,50,5,50,50,3,32,3.509653091430664,0.9706617176897475,True,True,28,10.064782857894897,0.9751801714816261,50,True,True
50,50,5,50,50,4,22,2.4508800506591797,0.8565474434176744,True,True,19,7.699697017669678,0.8587659180521061,50,True,True
50,50,5,50,50,5,26,2.887371063232422,0.8337632322320504,True,True,22,12.365930080413818,0.8361519976023428,50,True,True
