;position;id;name;compartment;charge;formula
0;0;2agpg161_c;2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1);c;-1;C22H42O9P1
1;1;amp_c;AMP C10H12N5O7P;c;-2;C10H12N5O7P
2;2;atp_c;ATP C10H12N5O13P3;c;-4;C10H12N5O13P3
3;3;hdcea_c;Hexadecenoate (n-C16:1);c;-1;C16H29O2
4;4;pg161_c;Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1);c;-1;C38H70O10P1
5;5;ppi_c;Diphosphate;c;-3;HO7P2
6;6;2agpg180_c;2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0);c;-1;C24H48O9P1
7;7;ocdca_c;Octadecanoate (n-C18:0);c;-1;C18H35O2
8;8;pg180_c;Phosphatidylglycerol (dioctadecanoyl, n-C18:0);c;-1;C42H82O10P1
9;9;2agpg181_c;2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1);c;-1;C24H46O9P1
10;10;ocdcea_c;Octadecenoate (n-C18:1);c;-1;C18H33O2
11;11;pg181_c;Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1);c;-1;C42H78O10P1
12;12;2dhglcn_c;2-Dehydro-D-gluconate;c;-1;C6H9O7
13;13;glcn_c;D-Gluconate;c;-1;C6H11O7
14;14;h_c;H+;c;1;H
15;15;nad_c;Nicotinamide adenine dinucleotide;c;-1;C21H26N7O14P2
16;16;nadh_c;Nicotinamide adenine dinucleotide - reduced;c;-2;C21H27N7O14P2
17;17;nadp_c;Nicotinamide adenine dinucleotide phosphate;c;-3;C21H25N7O17P3
18;18;nadph_c;Nicotinamide adenine dinucleotide phosphate - reduced;c;-4;C21H26N7O17P3
19;19;2dhguln_c;2-Dehydro-L-gulonate;c;-1;C6H9O7
20;20;idon__L_c;L-Idonate;c;-1;C6H11O7
21;21;12dgr120_c;1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0);c;0;C27H52O5
22;22;12dgr120_p;1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0);p;0;C27H52O5
23;23;12dgr140_c;1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0);c;0;C31H60O5
24;24;12dgr140_p;1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0);p;0;C31H60O5
25;25;2mahmp_c;2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate;c;-3;C6H8N3O7P2
26;26;4ampm_c;4-Amino-2-methyl-5-phosphomethylpyrimidine;c;-2;C6H8N3O4P
27;27;h2o_c;H2O H2O;c;0;H2O
28;28;pi_c;Phosphate;c;-2;HO4P
29;29;12dgr141_c;1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1);c;0;C31H56O5
30;30;12dgr141_p;1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1);p;0;C31H56O5
31;31;34dhpac_e;3,4-Dihydroxyphenylacetaldehyde;e;0;C8H8O3
32;32;34dhpac_p;3,4-Dihydroxyphenylacetaldehyde;p;0;C8H8O3
33;33;12dgr160_c;1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0);c;0;C35H68O5
34;34;12dgr160_p;1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0);p;0;C35H68O5
35;35;12dgr161_c;1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1);c;0;C35H64O5
36;36;12dgr161_p;1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1);p;0;C35H64O5
37;37;12dgr180_c;1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0);c;0;C39H76O5
38;38;12dgr180_p;1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0);p;0;C39H76O5
39;39;12dgr181_c;1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1);c;0;C39H72O5
40;40;12dgr181_p;1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1);p;0;C39H72O5
41;41;3amp_e;3  AMP C10H12N5O7P;e;-2;C10H12N5O7P
42;42;3amp_p;3  AMP C10H12N5O7P;p;-2;C10H12N5O7P
43;43;12ppd__R_e;(R)-Propane-1,2-diol;e;0;C3H8O2
44;44;12ppd__R_p;(R)-Propane-1,2-diol;p;0;C3H8O2
45;45;3cmp_e;3  CMP C9H12N3O8P;e;-2;C9H12N3O8P
46;46;3cmp_p;3  CMP C9H12N3O8P;p;-2;C9H12N3O8P
47;47;12ppd__R_c;(R)-Propane-1,2-diol;c;0;C3H8O2
48;48;3gmp_e;Guanosine 3  phosphate C10H12N5O8P;e;-2;C10H12N5O8P
49;49;3gmp_p;Guanosine 3  phosphate C10H12N5O8P;p;-2;C10H12N5O8P
50;50;12ppd__S_e;(S)-Propane-1,2-diol;e;0;C3H8O2
51;51;12ppd__S_p;(S)-Propane-1,2-diol;p;0;C3H8O2
52;52;12ppd__S_c;(S)-Propane-1,2-diol;c;0;C3H8O2
53;53;dcamp_c;N6-(1,2-Dicarboxyethyl)-AMP;c;-4;C14H14N5O11P
54;54;fum_c;Fumarate;c;-2;C4H2O4
55;55;3hdecACP_c;(R)-3-Hydroxydecanoyl-[acyl-carrier protein];c;-1;C21H39N2O9PRS
56;56;tdec2eACP_c;Trans-Dec-2-enoyl-[acyl-carrier protein];c;-1;C21H37N2O8PRS
57;57;14glucan_c;1,4-alpha-D-glucan;c;0;C36H62O31
58;58;14glucan_p;1,4-alpha-D-glucan;p;0;C36H62O31
59;59;adp_c;ADP C10H12N5O10P2;c;-3;C10H12N5O10P2
60;60;25aics_c;(S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate;c;-4;C13H15N4O12P
61;61;aicar_c;5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide;c;-2;C9H13N4O8P
62;62;14glucan_e;1,4-alpha-D-glucan;e;0;C36H62O31
63;63;3hddecACP_c;(R)-3-Hydroxydodecanoyl-[acyl-carrier protein];c;-1;C23H43N2O9PRS
64;64;tddec2eACP_c;Trans-Dodec-2-enoyl-[acyl-carrier protein];c;-1;C23H41N2O8PRS
65;65;asp__L_c;L-Aspartate;c;-1;C4H6NO4
66;66;gdp_c;GDP C10H12N5O11P2;c;-3;C10H12N5O11P2
67;67;gtp_c;GTP C10H12N5O14P3;c;-4;C10H12N5O14P3
68;68;imp_c;IMP C10H11N4O8P;c;-2;C10H11N4O8P
69;69;ac_c;Acetate;c;-1;C2H3O2
70;70;acgam6p_c;N-Acetyl-D-glucosamine 6-phosphate;c;-2;C8H14NO9P
71;71;gam6p_c;D-Glucosamine 6-phosphate;c;-1;C6H13NO8P
72;72;23camp_e;2',3'-Cyclic AMP;e;-1;C10H11N5O6P
73;73;23camp_p;2',3'-Cyclic AMP;p;-1;C10H11N5O6P
74;74;23ccmp_e;2',3'-Cyclic CMP;e;-1;C9H11N3O7P
75;75;23ccmp_p;2',3'-Cyclic CMP;p;-1;C9H11N3O7P
76;76;23cgmp_e;2',3'-Cyclic GMP;e;-1;C10H11N5O7P
77;77;23cgmp_p;2',3'-Cyclic GMP;p;-1;C10H11N5O7P
78;78;23cump_e;2',3'-Cyclic UMP;e;-1;C9H10N2O8P
79;79;23cump_p;2',3'-Cyclic UMP;p;-1;C9H10N2O8P
80;80;23dappa_c;2,3-diaminopropionate;c;1;C3H9N2O2
81;81;23dappa_p;2,3-diaminopropionate;p;1;C3H9N2O2
82;82;h_p;H+;p;1;H
83;83;23dappa_e;2,3-diaminopropionate;e;1;C3H9N2O2
84;84;3ump_p;3  UMP C9H11N2O9P;p;-2;C9H11N2O9P
85;85;h2o_p;H2O H2O;p;0;H2O
86;86;LalaDgluMdap_c;L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate;c;-1;C15H25N4O8
87;87;anhgm3p_c;N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide;c;-2;C34H52N6O19
88;88;anhgm_c;N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid;c;-1;C19H29N2O12
89;89;LalaDgluMdap_p;L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate;p;-1;C15H25N4O8
90;90;anhgm3p_p;N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tripeptide;p;-2;C34H52N6O19
91;91;anhgm_p;N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramic acid;p;-1;C19H29N2O12
92;92;acgam_c;N-Acetyl-D-glucosamine;c;0;C8H15NO6
93;93;anhm3p_c;1,6-anhydrous-N-Acetylmuramyl-tripeptide;c;-2;C26H39N5O14
94;94;3hmrsACP_c;(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein];c;-1;C25H47N2O9PRS
95;95;tmrs2eACP_c;Trans-Tetradec-2-enoyl-[acyl-carrier protein];c;-1;C25H45N2O8PRS
96;96;26dap__M_e;Meso-2,6-Diaminoheptanedioate;e;0;C7H14N2O4
97;97;26dap__M_p;Meso-2,6-Diaminoheptanedioate;p;0;C7H14N2O4
98;98;3hcmrs7eACP_c;(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein];c;-1;C25H45N2O9PRS
99;99;t3c7mrseACP_c;Trans-3-cis-7-myristoleoyl-[acyl-carrier protein];c;-1;C25H43N2O8PRS
100;100;3hcddec5eACP_c;(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein];c;-1;C23H41N2O9PRS
101;101;t3c5ddeceACP_c;Trans-3-cis-5-dodecenoyl-[acyl-carrier protein];c;-1;C23H39N2O8PRS
102;102;3hpalmACP_c;R-3-hydroxypalmitoyl-[acyl-carrier protein];c;-1;C27H51N2O9PRS
103;103;tpalm2eACP_c;Trans-Hexadec-2-enoyl-[acyl-carrier protein];c;-1;C27H49N2O8PRS
104;104;3hcpalm9eACP_c;(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein];c;-1;C27H49N2O9PRS
105;105;t3c9palmeACP_c;Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein];c;-1;C27H47N2O8PRS
106;106;2ddecg3p_c;2-dodecanoyl-sn-glycerol 3-phosphate;c;-1;C15H30O7P1
107;107;2ddecg3p_p;2-dodecanoyl-sn-glycerol 3-phosphate;p;-1;C15H30O7P1
108;108;2tdecg3p_c;2-tetradecanoyl-sn-glycerol 3-phosphate;c;-1;C17H34O7P1
109;109;2tdecg3p_p;2-tetradecanoyl-sn-glycerol 3-phosphate;p;-1;C17H34O7P1
110;110;2tdec7eg3p_c;2-tetradec-7-enoyl-sn-glycerol 3-phosphate;c;-1;C17H32O7P1
111;111;2tdec7eg3p_p;2-tetradec-7-enoyl-sn-glycerol 3-phosphate;p;-1;C17H32O7P1
112;112;2hdecg3p_c;2-hexadecanoyl-sn-glycerol 3-phosphate;c;-1;C19H38O7P1
113;113;2hdecg3p_p;2-hexadecanoyl-sn-glycerol 3-phosphate;p;-1;C19H38O7P1
114;114;2hdec9eg3p_c;2-hexadec-9-enoyl-sn-glycerol 3-phosphate;c;-1;C19H36O7P1
115;115;2hdec9eg3p_p;2-hexadec-9-enoyl-sn-glycerol 3-phosphate;p;-1;C19H36O7P1
116;116;3hoctaACP_c;(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein];c;-1;C29H55N2O9PRS
117;117;toctd2eACP_c;Trans-octadec-2-enoyl-[acyl-carrier protein];c;-1;C29H53N2O8PRS
118;118;3hcvac11eACP_c;(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein];c;-1;C29H53N2O9PRS
119;119;t3c11vaceACP_c;Trans-3-cis-11-vacceoyl-[acyl-carrier protein];c;-1;C29H51N2O8PRS
120;120;3haACP_c;(3R)-3-Hydroxyacyl-[acyl-carrier protein];c;-1;C15H27N2O9PRS
121;121;but2eACP_c;But-2-enoyl-[acyl-carrier protein];c;-1;C15H25N2O8PRS
122;122;2odecg3p_c;2-octadecanoyl-sn-glycerol 3-phosphate;c;-1;C21H42O7P1
123;123;2odecg3p_p;2-octadecanoyl-sn-glycerol 3-phosphate;p;-1;C21H42O7P1
124;124;acald_e;Acetaldehyde;e;0;C2H4O
125;125;acald_p;Acetaldehyde;p;0;C2H4O
126;126;2odec11eg3p_c;2-octadec-11-enoyl-sn-glycerol 3-phosphate;c;-1;C21H40O7P1
127;127;2odec11eg3p_p;2-octadec-11-enoyl-sn-glycerol 3-phosphate;p;-1;C21H40O7P1
128;128;2agpe120_c;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0);c;0;C17H36NO7P1
129;129;2agpe120_p;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0);p;0;C17H36NO7P1
130;130;2agpe140_c;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0);c;0;C19H40NO7P1
131;131;2agpe140_p;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0);p;0;C19H40NO7P1
132;132;2agpe141_c;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1);c;0;C19H38NO7P1
133;133;2agpe141_p;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1);p;0;C19H38NO7P1
134;134;2agpe160_c;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0);c;0;C21H44NO7P1
135;135;2agpe160_p;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0);p;0;C21H44NO7P1
136;136;3hhexACP_c;(R)-3-Hydroxyhexanoyl-[acyl-carrier protein];c;-1;C17H31N2O9PRS
137;137;thex2eACP_c;Trans-Hex-2-enoyl-[acyl-carrier protein];c;-1;C17H29N2O8PRS
138;138;3hoctACP_c;(R)-3-Hydroxyoctanoyl-[acyl-carrier protein];c;-1;C19H35N2O9PRS
139;139;toct2eACP_c;Trans-Oct-2-enoyl-[acyl-carrier protein];c;-1;C19H33N2O8PRS
140;140;3hcinnm_c;3-hydroxycinnamic acid;c;-1;C9H7O3
141;141;dhcinnm_c;2,3-dihydroxicinnamic acid;c;-1;C9H7O4
142;142;o2_c;O2 O2;c;0;O2
143;143;3hpppn_c;3-(3-hydroxy-phenyl)propionate;c;-1;C9H9O3
144;144;dhpppn_c;3-(2,3-Dihydroxyphenyl)propanoate;c;-1;C9H9O4
145;145;3dhguln_c;3-Dehydro-L-gulonate;c;-1;C6H9O7
146;146;3dhgulnp_c;3-keto-L-gulonate-6-phosphate;c;-3;C6H8O10P
147;147;pi_p;Phosphate;p;-2;HO4P
148;148;uri_p;Uridine;p;0;C9H12N2O6
149;149;cytd_p;Cytidine;p;0;C9H13N3O5
150;150;adn_p;Adenosine;p;0;C10H13N5O4
151;151;gsn_p;Guanosine;p;0;C10H13N5O5
152;152;3odecACP_c;3-Oxodecanoyl-[acyl-carrier protein];c;-1;C21H37N2O9PRS
153;153;3oddecACP_c;3-Oxododecanoyl-[acyl-carrier protein];c;-1;C23H41N2O9PRS
154;154;2agpe161_c;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1);c;0;C21H42NO7P1
155;155;2agpe161_p;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1);p;0;C21H42NO7P1
156;156;2agpe180_c;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0);c;0;C23H48NO7P1
157;157;2agpe180_p;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0);p;0;C23H48NO7P1
158;158;2agpe181_c;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1);c;0;C23H46NO7P1
159;159;2agpe181_p;2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1);p;0;C23H46NO7P1
160;160;ddca_c;Dodecanoate (n-C12:0);c;-1;C12H23O2
161;161;pe120_c;Phosphatidylethanolamine (didodecanoyl, n-C12:0);c;0;C29H58N1O8P1
162;162;3ocddec5eACP_c;3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein];c;-1;C23H39N2O9PRS
163;163;3omrsACP_c;3-Oxotetradecanoyl-[acyl-carrier protein];c;-1;C25H45N2O9PRS
164;164;pe140_c;Phosphatidylethanolamine (ditetradecanoyl, n-C14:0);c;0;C33H66N1O8P1
165;165;ttdca_c;Tetradecanoate (n-C14:0);c;-1;C14H27O2
166;166;acald_c;Acetaldehyde;c;0;C2H4O
167;167;pe141_c;Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1);c;0;C33H62N1O8P1
168;168;ttdcea_c;Tetradecenoate (n-C14:1);c;-1;C14H25O2
169;169;hdca_c;Hexadecanoate (n-C16:0);c;-1;C16H31O2
170;170;pe160_c;Phosphatidylethanolamine (dihexadecanoyl, n-C16:0);c;0;C37H74N1O8P1
171;171;3ocmrs7eACP_c;3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein];c;-1;C25H43N2O9PRS
172;172;3opalmACP_c;3-Oxohexadecanoyl-[acyl-carrier protein];c;-1;C27H49N2O9PRS
173;173;pe161_c;Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1);c;0;C37H70N1O8P1
174;174;acanth_c;N-Acetylanthranilate;c;-1;C9H8NO3
175;175;accoa_c;Acetyl-CoA;c;-4;C23H34N7O17P3S
176;176;anth_c;Anthranilate;c;-1;C7H6NO2
177;177;coa_c;Coenzyme A;c;-4;C21H32N7O16P3S
178;178;pe180_c;Phosphatidylethanolamine (dioctadecanoyl, n-C18:0);c;0;C41H82N1O8P1
179;179;pe181_c;Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1);c;0;C41H78N1O8P1
180;180;3ocpalm9eACP_c;3-oxo-cis-palm-9-eoyl-[acyl-carrier protein];c;-1;C27H47N2O9PRS
181;181;3ooctdACP_c;3-Oxooctadecanoyl-[acyl-carrier protein];c;-1;C29H53N2O9PRS
182;182;3ocvac11eACP_c;3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein];c;-1;C29H51N2O9PRS
183;183;actACP_c;Acetoacetyl-ACP;c;-1;C15H25N2O9PRS
184;184;2agpg120_c;2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0);c;-1;C18H36O9P1
185;185;2agpg120_p;2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0);p;-1;C18H36O9P1
186;186;2agpg140_c;2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0);c;-1;C20H40O9P1
187;187;2agpg140_p;2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0);p;-1;C20H40O9P1
188;188;2agpg141_c;2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1);c;-1;C20H38O9P1
189;189;2agpg141_p;2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1);p;-1;C20H38O9P1
190;190;2agpg160_c;2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0);c;-1;C22H44O9P1
191;191;2agpg160_p;2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0);p;-1;C22H44O9P1
192;192;2agpg161_p;2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1);p;-1;C22H42O9P1
193;193;2agpg180_p;2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0);p;-1;C24H48O9P1
194;194;3ohexACP_c;3-Oxohexanoyl-[acyl-carrier protein];c;-1;C17H29N2O9PRS
195;195;3ooctACP_c;3-Oxooctanoyl-[acyl-carrier protein];c;-1;C19H33N2O9PRS
196;196;ACP_c;Acyl carrier protein;c;-1;C11H21N2O7PRS
197;197;co2_c;CO2 CO2;c;0;CO2
198;198;malACP_c;Malonyl-[acyl-carrier protein];c;-2;C14H22N2O10PRS
199;199;ocACP_c;Octanoyl-ACP (n-C8:0ACP);c;-1;C19H35N2O8PRS
200;200;dcaACP_c;Decanoyl-ACP (n-C10:0ACP);c;-1;C21H39N2O8PRS
201;201;cdec3eACP_c;Cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1);c;-1;C21H37N2O8PRS
202;202;ddcaACP_c;Dodecanoyl-ACP (n-C12:0ACP);c;-1;C23H43N2O8PRS
203;203;cddec5eACP_c;Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1);c;-1;C23H41N2O8PRS
204;204;2agpg181_p;2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1);p;-1;C24H46O9P1
205;205;pg120_c;Phosphatidylglycerol (didodecanoyl, n-C12:0);c;-1;C30H58O10P1
206;206;pg140_c;Phosphatidylglycerol (ditetradecanoyl, n-C14:0);c;-1;C34H66O10P1
207;207;pg141_c;Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1);c;-1;C34H62O10P1
208;208;adocbip_c;Adenosyl cobinamide phosphate;c;-1;C58H83CoN16O14P
209;209;agdpcbi_c;Adenosine-GDP-cobinamide;c;-1;C68H95CoN21O21P2
210;210;pg160_c;Phosphatidylglycerol (dihexadecanoyl, n-C16:0);c;-1;C38H74O10P1
211;211;myrsACP_c;Myristoyl-ACP (n-C14:0ACP);c;-1;C25H47N2O8PRS
212;212;tdeACP_c;Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1);c;-1;C25H45N2O8PRS
213;213;hco3_c;Bicarbonate;c;-1;CHO3
214;214;malcoa_c;Malonyl CoA C24H33N7O19P3S;c;-5;C24H33N7O19P3S
215;215;palmACP_c;Palmitoyl-ACP (n-C16:0ACP);c;-1;C27H51N2O8PRS
216;216;hdeACP_c;Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1);c;-1;C27H49N2O8PRS
217;217;ppa_c;Propionate (n-C3:0);c;-1;C3H5O2
218;218;ppcoa_c;Propanoyl-CoA;c;-4;C24H36N7O17P3S
219;219;LalaDgluMdapDala_c;L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine;c;-1;C18H30N5O9
220;220;anhgm4p_c;N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide;c;-2;C37H57N7O20
221;221;butACP_c;Butyryl-ACP (n-C4:0ACP);c;-1;C15H27N2O8PRS
222;222;acgal1p_p;N-Acetyl-D-galactosamine 1-phosphate;p;-2;C8H14NO9P
223;223;acgal_p;N-Acetyl-D-galactosamine;p;0;C8H15NO6
224;224;hexACP_c;Hexanoyl-ACP (n-C6:0ACP);c;-1;C17H31N2O8PRS
225;225;LalaDgluMdapDala_p;L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine;p;-1;C18H30N5O9
226;226;anhgm4p_p;N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl-tetrapeptide;p;-2;C37H57N7O20
227;227;ala__D_c;D-Alanine;c;0;C3H7NO2
228;228;acgal1p_e;N-Acetyl-D-galactosamine 1-phosphate;e;-2;C8H14NO9P
229;229;ala__D_p;D-Alanine;p;0;C3H7NO2
230;230;anhm4p_c;1,6-anhydrous-N-Acetylmuramyl-tetrapeptide;c;-2;C29H44N6O15
