;position;id;name;compartment;charge;formula
1384;1384;orot_p;Orotate C5H3N2O4;p;-1;C5H3N2O4
1385;1385;lyx__L_p;L-Lyxose;p;0;C5H10O5
1386;1386;orot_e;Orotate C5H3N2O4;e;-1;C5H3N2O4
1387;1387;oxam_c;Oxamate;c;-1;C2H2NO3
1388;1388;oxur_c;Oxalureate;c;-1;C3H3N2O4
1389;1389;ssaltpp_c;Succinate semialdehyde-thiamin diphosphate anion;c;-3;C16H21N4O10P2S
1390;1390;lyx__L_e;L-Lyxose;e;0;C5H10O5
1391;1391;pacald_p;Phenylacetaldehyde;p;0;C8H8O
1392;1392;pacald_e;Phenylacetaldehyde;e;0;C8H8O
1393;1393;phaccoa_c;Phenylacetyl-CoA;c;-4;C29H38N7O17P3S
1394;1394;o16a4colipa_e;(O16 antigen)x4 core oligosaccharide lipid A;e;-11;C312H523N6O200P4
1395;1395;o16a4colipa_p;(O16 antigen)x4 core oligosaccharide lipid A;p;-11;C312H523N6O200P4
1396;1396;o16a4und_p;(O16 antigen)x4 undecaprenyl diphosphate;p;-2;C191H310N4O107P2
1397;1397;o16a2und_p;(O16 antigen)x2 undecaprenyl diphosphate;p;-2;C123H200N2O57P2
1398;1398;o16aund_p;O16 antigen undecaprenyl diphosphate;p;-2;C89H145N1O32P2
1399;1399;pnto__R_c;(R)-Pantothenate;c;-1;C9H16NO5
1400;1400;o16a3und_p;(O16 antigen)x3 undecaprenyl diphosphate;p;-2;C157H255N3O82P2
1401;1401;ragund_c;Rhamanosyl-N-acetylglucosamyl-undecaprenyl diphosphate;c;-2;C69H113N1O16P2
1402;1402;lac__L_p;L-Lactate;p;-1;C3H5O3
1403;1403;peamn_e;Phenethylamine;e;1;C8H12N
1404;1404;peamn_p;Phenethylamine;p;1;C8H12N
1405;1405;lac__L_e;L-Lactate;e;-1;C3H5O3
1406;1406;pe181_p;Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1);p;0;C41H78N1O8P1
1407;1407;tagdp__D_c;D-Tagatose 1,6-biphosphate;c;-4;C6H10O12P2
1408;1408;uagmda_c;Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine;c;-4;C87H139N7O23P2
1409;1409;ugmda_c;UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine;c;-4;C41H61N9O28P2
1410;1410;mal__D_c;D-Malate;c;-2;C4H4O5
1411;1411;pdx5p_c;Pyridoxine 5'-phosphate;c;-2;C8H10NO6P
1412;1412;mal__D_p;D-Malate;p;-2;C4H4O5
1413;1413;pydxn_c;Pyridoxine;c;0;C8H11NO3
1414;1414;pe120_p;Phosphatidylethanolamine (didodecanoyl, n-C12:0);p;0;C29H58N1O8P1
1415;1415;pe140_p;Phosphatidylethanolamine (ditetradecanoyl, n-C14:0);p;0;C33H66N1O8P1
1416;1416;3php_c;3-Phosphohydroxypyruvate;c;-3;C3H2O7P
1417;1417;pe141_p;Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1);p;0;C33H62N1O8P1
1418;1418;mal__D_e;D-Malate;e;-2;C4H4O5
1419;1419;2pglyc_c;2-Phosphoglycolate;c;-3;C2H2O6P
1420;1420;pe180_p;Phosphatidylethanolamine (dioctadecanoyl, n-C18:0);p;0;C41H82N1O8P1
1421;1421;pgp120_c;Phosphatidylglycerophosphate (didodecanoyl, n-C12:0);c;-3;C30H57O13P2
1422;1422;pgp120_p;Phosphatidylglycerophosphate (didodecanoyl, n-C12:0);p;-3;C30H57O13P2
1423;1423;acmalt_c;Acetyl-maltose;c;0;C14H24O12
1424;1424;pgp140_c;Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0);c;-3;C34H65O13P2
1425;1425;pgp140_p;Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0);p;-3;C34H65O13P2
1426;1426;pgp141_c;Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1);c;-3;C34H61O13P2
1427;1427;pgp141_p;Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1);p;-3;C34H61O13P2
1428;1428;pgp160_c;Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0);c;-3;C38H73O13P2
1429;1429;pgp160_p;Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0);p;-3;C38H73O13P2
1430;1430;pgp161_c;Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1);c;-3;C38H69O13P2
1431;1431;pgp161_p;Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1);p;-3;C38H69O13P2
1432;1432;pgp180_c;Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0);c;-3;C42H81O13P2
1433;1433;pgp180_p;Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0);p;-3;C42H81O13P2
1434;1434;malthx_e;Maltohexaose;e;0;C36H62O31
1435;1435;pgp181_c;Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1);c;-3;C42H77O13P2
1436;1436;pgp181_p;Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1);p;-3;C42H77O13P2
1437;1437;maltpt_p;Maltopentaose;p;0;C30H52O26
1438;1438;maltpt_e;Maltopentaose;e;0;C30H52O26
1439;1439;malttr_p;Maltotriose C18H32O16;p;0;C18H32O16
1440;1440;malttr_e;Maltotriose C18H32O16;e;0;C18H32O16
1441;1441;maltttr_p;Maltotetraose;p;0;C24H42O21
1442;1442;maltttr_e;Maltotetraose;e;0;C24H42O21
1443;1443;pheme_p;Protoheme C34H30FeN4O4;p;-2;C34H30FeN4O4
1444;1444;pheme_e;Protoheme C34H30FeN4O4;e;-2;C34H30FeN4O4
1445;1445;4r5au_c;4-(1-D-Ribitylamino)-5-aminouracil;c;0;C9H16N4O6
1446;1446;phpyr_c;Phenylpyruvate;c;-1;C9H7O3
1447;1447;4ppan_c;D-4'-Phosphopantothenate;c;-3;C9H15NO8P
1448;1448;malt_p;Maltose C12H22O11;p;0;C12H22O11
1449;1449;phetrna_c;L-Phenylalanyl-tRNA(Phe);c;1;C9H10NOR
1450;1450;trnaphe_c;TRNA(Phe);c;0;R
1451;1451;phe__L_p;L-Phenylalanine;p;0;C9H11NO2
1452;1452;pnto__R_p;(R)-Pantothenate;p;-1;C9H16NO5
1453;1453;phe__L_e;L-Phenylalanine;e;0;C9H11NO2
1454;1454;malt6p_c;Maltose 6'-phosphate;c;-2;C12H21O14P
1455;1455;pnto__R_e;(R)-Pantothenate;e;-1;C9H16NO5
1456;1456;malt_e;Maltose C12H22O11;e;0;C12H22O11
1457;1457;ppap_c;Propanoyl phosphate;c;-2;C3H5O5P
1458;1458;pi_e;Phosphate;e;-2;HO4P
1459;1459;ppal_e;Propanal;e;0;C3H6O
1460;1460;ppal_p;Propanal;p;0;C3H6O
1461;1461;ppa_p;Propionate (n-C3:0);p;-1;C3H5O2
1462;1462;ppa_e;Propionate (n-C3:0);e;-1;C3H5O2
1463;1463;4ppcys_c;N-((R)-4-Phosphopantothenoyl)-L-cysteine;c;-3;C12H20N2O9PS
1464;1464;pan4p_c;Pantetheine 4'-phosphate;c;-2;C11H21N2O7PS
1465;1465;mal__L_p;L-Malate;p;-2;C4H4O5
1466;1466;r1p_c;Alpha-D-Ribose 1-phosphate;c;-2;C5H9O8P
1467;1467;mal__L_e;L-Malate;e;-2;C4H4O5
1468;1468;34hpp_c;3-(4-Hydroxyphenyl)pyruvate;c;-1;C9H7O4
1469;1469;pppn_c;Phenylpropanoate;c;-1;C9H9O2
1470;1470;pppn_p;Phenylpropanoate;p;-1;C9H9O2
1471;1471;pppn_e;Phenylpropanoate;e;-1;C9H9O2
1472;1472;ppt_p;Phosphonate;p;-2;HO3P
1473;1473;ps180_c;Phosphatidylserine (dioctadecanoyl, n-C18:0);c;-1;C42H81N1O10P1
1474;1474;man6p_p;D-Mannose 6-phosphate;p;-2;C6H11O9P
1475;1475;ps181_c;Phosphatidylserine (dioctadec-11-enoyl, n-C18:1);c;-1;C42H77N1O10P1
1476;1476;pser__L_c;O-Phospho-L-serine;c;-2;C3H6NO6P
1477;1477;ppt_e;Phosphonate;e;-2;HO3P
1478;1478;fpram_c;2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine;c;-1;C8H15N3O8P
1479;1479;pser__L_e;O-Phospho-L-serine;e;-2;C3H6NO6P
1480;1480;pser__L_p;O-Phospho-L-serine;p;-2;C3H6NO6P
1481;1481;prbamp_c;1-(5-Phosphoribosyl)-AMP;c;-4;C15H19N5O14P2
1482;1482;prfp_c;1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide;c;-4;C15H21N5O15P2
1483;1483;man6p_e;D-Mannose 6-phosphate;e;-2;C6H11O9P
1484;1484;ps120_c;Phosphatidylserine (didodecanoyl, n-C12:0);c;-1;C30H57N1O10P1
1485;1485;ps140_c;Phosphatidylserine (ditetradecanoyl, n-C14:0);c;-1;C34H65N1O10P1
1486;1486;ps141_c;Phosphatidylserine (ditetradec-7-enoyl, n-C14:1);c;-1;C34H61N1O10P1
1487;1487;ps160_c;Phosphatidylserine (dihexadecanoyl, n-C16:0);c;-1;C38H73N1O10P1
1488;1488;man6pglyc_c;2(alpha-D-Mannosyl-6-phosphate)-D-glycerate;c;-3;C9H14O12P
1489;1489;manglyc_p;2(alpha-D-Mannosyl)-D-glycerate;p;-1;C9H15O9
1490;1490;ps161_c;Phosphatidylserine (dihexadec-9-enoyl, n-C16:1);c;-1;C38H69N1O10P1
1491;1491;progly_p;L-Prolinylglycine;p;0;C7H12N2O3
1492;1492;progly_e;L-Prolinylglycine;e;0;C7H12N2O3
1493;1493;protrna_c;L-Prolyl-tRNA(Pro);c;1;C5H8NOR
1494;1494;trnapro_c;TRNA(Pro);c;0;R
1495;1495;pro__L_p;L-Proline;p;0;C5H9NO2
1496;1496;thr__L_p;L-Threonine;p;0;C4H9NO3
1497;1497;thrp_p;L-Threonine O-3-phosphate;p;-2;C4H8NO6P
1498;1498;ptrc_p;Putrescine;p;2;C4H14N2
1499;1499;pro__L_e;L-Proline;e;0;C5H9NO2
1500;1500;manglyc_e;2(alpha-D-Mannosyl)-D-glycerate;e;-1;C9H15O9
1501;1501;psclys_p;Psicoselysine;p;1;C12H25N2O7
1502;1502;psclys_e;Psicoselysine;e;1;C12H25N2O7
1503;1503;ptrc_e;Putrescine;e;2;C4H14N2
1504;1504;skm5p_c;Shikimate 5-phosphate;c;-3;C7H8O8P
1505;1505;man_p;D-Mannose;p;0;C6H12O6
1506;1506;man_e;D-Mannose;e;0;C6H12O6
1507;1507;pydx_c;Pyridoxal;c;0;C8H9NO3
1508;1508;pyr_p;Pyruvate;p;-1;C3H3O3
1509;1509;pyr_e;Pyruvate;e;-1;C3H3O3
1510;1510;2mcit_c;2-Methylcitrate;c;-3;C7H7O7
1511;1511;o2s_c;Superoxide anion;c;-1;O2
1512;1512;xu5p__D_c;D-Xylulose 5-phosphate;c;-2;C5H9O8P
1513;1513;r15bp_c;D-Ribose 1,5-bisphosphate;c;-4;C5H8O11P2
1514;1514;s7p_c;Sedoheptulose 7-phosphate;c;-2;C7H13O10P
1515;1515;r5p_p;Alpha-D-Ribose 5-phosphate;p;-2;C5H9O8P
1516;1516;rib__D_p;D-Ribose;p;0;C5H10O5
1517;1517;r5p_e;Alpha-D-Ribose 5-phosphate;e;-2;C5H9O8P
1518;1518;sucorn_c;N2-Succinyl-L-ornithine;c;-1;C9H15N2O5
1519;1519;sucr_e;Sucrose C12H22O11;e;0;C12H22O11
1520;1520;sucr_p;Sucrose C12H22O11;p;0;C12H22O11
1521;1521;sarcs_c;Sarcosine C3H7NO2;c;0;C3H7NO2
1522;1522;sbt6p_c;D-Sorbitol 6-phosphate;c;-2;C6H13O9P
1523;1523;sbt__D_p;D-Sorbitol;p;0;C6H14O6
1524;1524;sbt__D_e;D-Sorbitol;e;0;C6H14O6
1525;1525;sl26da_c;N-Succinyl-LL-2,6-diaminoheptanedioate;c;-2;C11H16N2O7
1526;1526;sl2a6o_c;N-Succinyl-2-L-amino-6-oxoheptanedioate;c;-3;C11H12NO8
1527;1527;sectrna_c;L-Selenocysteinyl-tRNA(Sec);c;1;C3H6NOSeR
1528;1528;selnp_c;Selenophosphate;c;-1;H2O3PSe
1529;1529;sertrna_sec_c;L-Seryl-tRNA(Sec);c;1;C3H6NO2R
1530;1530;seln_c;Selenide;c;-1;HSe
1531;1531;dmlz_c;6,7-Dimethyl-8-(1-D-ribityl)lumazine;c;0;C13H18N4O6
1532;1532;ru5p__L_c;L-Ribulose 5-phosphate;c;-2;C5H9O8P
1533;1533;dtdprmn_c;DTDP-L-rhamnose;c;-2;C16H24N2O15P2
1534;1534;rib__D_e;D-Ribose;e;0;C5H10O5
1535;1535;rml_c;L-Rhamnulose;c;0;C6H12O5
1536;1536;rmn_c;L-Rhamnose;c;0;C6H12O5
1537;1537;rml1p_c;L-Rhamnulose 1-phosphate;c;-2;C6H11O8P
1538;1538;rmn_e;L-Rhamnose;e;0;C6H12O5
1539;1539;rmn_p;L-Rhamnose;p;0;C6H12O5
1540;1540;sertrna_c;L-Seryl-tRNA(Ser);c;1;C3H6NO2R
1541;1541;trnaser_c;TRNA(Ser);c;0;R
1542;1542;trnasecys_c;TRNA(SeCys);c;0;R
1543;1543;ser__L_e;L-Serine;e;0;C3H7NO3
1544;1544;sucglu_c;N2-Succinyl-L-glutamate;c;-3;C9H10NO7
1545;1545;sucgsa_c;N2-Succinyl-L-glutamate 5-semialdehyde;c;-2;C9H11NO6
1546;1546;2shchc_c;2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate;c;-2;C11H10O6
1547;1547;sulfac_p;Sulfoacetate;p;-2;C2H2O5S
1548;1548;dscl_c;Dihydrosirohydrochlorin;c;-7;C42H41N4O16
1549;1549;scl_c;Sirohydrochlorin;c;-7;C42H39N4O16
1550;1550;skm_c;Shikimate;c;-1;C7H9O5
1551;1551;tre6p_c;Alpha,alpha'-Trehalose 6-phosphate;c;-2;C12H21O14P
1552;1552;tre_c;Trehalose;c;0;C12H22O11
1553;1553;sulfac_e;Sulfoacetate;e;-2;C2H2O5S
1554;1554;tre_p;Trehalose;p;0;C12H22O11
1555;1555;skm_p;Shikimate;p;-1;C7H9O5
1556;1556;skm_e;Shikimate;e;-1;C7H9O5
1557;1557;tre_e;Trehalose;e;0;C12H22O11
1558;1558;so2_e;Sulfur dioxide;e;0;O2S
1559;1559;so2_p;Sulfur dioxide;p;0;O2S
1560;1560;so4_p;Sulfate;p;-2;O4S
1561;1561;so3_e;Sulfite;e;-2;O3S
1562;1562;trnatrp_c;TRNA(Trp);c;0;R
1563;1563;trptrna_c;L-Tryptophanyl-tRNA(Trp);c;1;C11H11N2OR
1564;1564;so4_e;Sulfate;e;-2;O4S
1565;1565;N1aspmd_c;N1-Acetylspermidine;c;2;C9H23N3O
1566;1566;n8aspmd_c;N8-Acetylspermidine;c;2;C9H23N3O
1567;1567;spmd_p;Spermidine;p;3;C7H22N3
1568;1568;spmd_e;Spermidine;e;3;C7H22N3
1569;1569;trp__L_p;L-Tryptophan;p;0;C11H12N2O2
1570;1570;trp__L_e;L-Tryptophan;e;0;C11H12N2O2
1571;1571;tsul_e;Thiosulfate;e;-2;O3S2
1572;1572;ttdca_e;Tetradecanoate (n-C14:0);e;-1;C14H27O2
1573;1573;ttdcea_e;Tetradecenoate (n-C14:1);e;-1;C14H25O2
1574;1574;tungs_c;Tungstate;c;-2;O4W1
1575;1575;tungs_p;Tungstate;p;-2;O4W1
1576;1576;tungs_e;Tungstate;e;-2;O4W1
1577;1577;tym_e;Tyramine;e;1;C8H12NO
1578;1578;tym_p;Tyramine;p;1;C8H12NO
1579;1579;tartr__L_c;L-tartrate;c;-2;C4H4O6
1580;1580;tyr__L_p;L-Tyrosine;p;0;C9H11NO3
1581;1581;tyrp_p;Phosphotyrosine;p;-2;C9H10NO6P
1582;1582;tyrp_e;Phosphotyrosine;e;-2;C9H10NO6P
1583;1583;sucbz_c;O-Succinylbenzoate;c;-2;C11H8O5
1584;1584;tartr__L_p;L-tartrate;p;-2;C4H4O6
1585;1585;trnatyr_c;TRNA(Tyr);c;0;R
1586;1586;tyrtrna_c;L-Tyrosyl-tRNA(Tyr);c;1;C9H10NO2R
1587;1587;tartr__L_e;L-tartrate;e;-2;C4H4O6
1588;1588;succ_e;Succinate;e;-2;C4H4O4
1589;1589;tyr__L_e;L-Tyrosine;e;0;C9H11NO3
1590;1590;u3hga_c;UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine;c;-1;C29H50N3O18P2
1591;1591;uamag_c;UDP-N-acetylmuramoyl-L-alanyl-D-glutamate;c;-4;C28H39N5O23P2
1592;1592;ugmd_c;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate;c;-4;C35H51N7O26P2
1593;1593;udpacgal_p;UDP-N-acetyl-D-galactosamine;p;-2;C17H25N3O17P2
1594;1594;uacgam_p;UDP-N-acetyl-D-glucosamine;p;-2;C17H25N3O17P2
1595;1595;uacgam_e;UDP-N-acetyl-D-glucosamine;e;-2;C17H25N3O17P2
1596;1596;uacmam_c;UDP-N-acetyl-D-mannosamine;c;-2;C17H25N3O17P2
1597;1597;aacald_c;Aminoacetaldehyde;c;1;C2H6NO
1598;1598;taur_c;Taurine C2H7NO3S;c;0;C2H7NO3S
1599;1599;u3aga_c;UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine;c;-2;C31H51N3O19P2
1600;1600;taur_p;Taurine C2H7NO3S;p;0;C2H7NO3S
1601;1601;uaccg_c;UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine;c;-3;C20H26N3O19P2
1602;1602;ura_p;Uracil;p;0;C4H4N2O2
1603;1603;uama_c;UDP-N-acetylmuramoyl-L-alanine;c;-3;C23H33N4O20P2
1604;1604;taur_e;Taurine C2H7NO3S;e;0;C2H7NO3S
1605;1605;uamr_c;UDP-N-acetylmuramate;c;-3;C20H28N3O19P2
1606;1606;ura_e;Uracil;e;0;C4H4N2O2
1607;1607;tcynt_e;Thiocyanate;e;-1;CNS
1608;1608;urea_e;Urea CH4N2O;e;0;CH4N2O
1609;1609;urea_p;Urea CH4N2O;p;0;CH4N2O
1610;1610;urate_c;Urate C5H4N4O3;c;0;C5H4N4O3
1611;1611;udpacgal_e;UDP-N-acetyl-D-galactosamine;e;-2;C17H25N3O17P2
1612;1612;udpgal_c;UDPgalactose;c;-2;C15H22N2O17P2
1613;1613;udpgal_p;UDPgalactose;p;-2;C15H22N2O17P2
1614;1614;udpgal_e;UDPgalactose;e;-2;C15H22N2O17P2
1615;1615;uri_e;Uridine;e;0;C9H12N2O6
1616;1616;udpglcur_c;UDP-D-glucuronate;c;-3;C15H19N2O18P2
1617;1617;udpLa4o_c;UDP-4-keto-pyranose;c;-2;C14H18N2O16P2
1618;1618;udpglcur_e;UDP-D-glucuronate;e;-3;C15H19N2O18P2
1619;1619;udpglcur_p;UDP-D-glucuronate;p;-3;C15H19N2O18P2
1620;1620;udpg_p;UDPglucose;p;-2;C15H22N2O17P2
1621;1621;udpg_e;UDPglucose;e;-2;C15H22N2O17P2
1622;1622;trnaval_c;TRNA(Val);c;0;R
1623;1623;valtrna_c;L-Valyl-tRNA(Val);c;1;C5H10NOR
1624;1624;val__L_p;L-Valine;p;0;C5H11NO2
1625;1625;udpLa4n_c;Uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose;c;-1;C14H22N3O15P2
1626;1626;val__L_e;L-Valine;e;0;C5H11NO2
1627;1627;thmmp_c;Thiamin monophosphate;c;-1;C12H16N4O4PS
1628;1628;dtdp4addg_c;DTDP-4-amino-4,6-dideoxy-D-galactose;c;-1;C16H26N3O14P2
1629;1629;xan_p;Xanthine;p;0;C5H4N4O2
1630;1630;xan_e;Xanthine;e;0;C5H4N4O2
1631;1631;xmp_e;Xanthosine 5'-phosphate;e;-2;C10H11N4O9P
1632;1632;udpLa4fn_c;Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose;c;-2;C15H21N3O16P2
1633;1633;uLa4n_c;Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose;c;0;C60H100N1O7P1
1634;1634;um4p_c;UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine;c;-4;C38H56N8O27P2
1635;1635;ump_e;UMP C9H11N2O9P;e;-2;C9H11N2O9P
1636;1636;xtsn_e;Xanthosine;e;0;C10H12N4O6
1637;1637;dtdp4d6dg_c;DTDP-4-dehydro-6-deoxy-D-glucose;c;-2;C16H22N2O15P2
1638;1638;xyl__D_c;D-Xylose;c;0;C5H10O5
1639;1639;xylu__D_c;D-Xylulose;c;0;C5H10O5
1640;1640;uLa4fn_c;Undecaprenyl phosphate-4-amino-4-formyl-L-arabinose;c;-1;C61H99N1O8P1
1641;1641;dtdp4d6dm_c;DTDP-4-dehydro-6-deoxy-L-mannose;c;-2;C16H22N2O15P2
1642;1642;xylu__L_p;L-Xylulose;p;0;C5H10O5
1643;1643;xylu__L_e;L-Xylulose;e;0;C5H10O5
1644;1644;uppg3_c;Uroporphyrinogen III;c;-8;C40H36N4O16
1645;1645;xyl__D_p;D-Xylose;p;0;C5H10O5
1646;1646;xyl__D_e;D-Xylose;e;0;C5H10O5
1647;1647;zn2_p;Zinc;p;2;Zn
1648;1648;zn2_e;Zinc;e;2;Zn
1649;1649;thymd_e;Thymidine C10H14N2O5;e;0;C10H14N2O5
1650;1650;thm_c;Thiamin;c;1;C12H17N4OS
1651;1651;thm_p;Thiamin;p;1;C12H17N4OS
1652;1652;thm_e;Thiamin;e;1;C12H17N4OS
1653;1653;thrp_e;L-Threonine O-3-phosphate;e;-2;C4H8NO6P
1654;1654;thrtrna_c;L-Threonyl-tRNA(Thr);c;1;C4H8NO2R
1655;1655;trnathr_c;TRNA(Thr);c;0;R
1656;1656;thr__L_e;L-Threonine;e;0;C4H9NO3
1657;1657;thym_c;Thymine C5H6N2O2;c;0;C5H6N2O2
1658;1658;thym_p;Thymine C5H6N2O2;p;0;C5H6N2O2
1659;1659;thym_e;Thymine C5H6N2O2;e;0;C5H6N2O2
1660;1660;4hba_c;4-Hydroxy-benzyl alcohol;c;0;C7H8O2
1661;1661;tma_c;Trimethylamine;c;1;C3H10N
1662;1662;tmao_c;Trimethylamine N-oxide;c;0;C3H9NO
1663;1663;tma_p;Trimethylamine;p;1;C3H10N
1664;1664;tmao_p;Trimethylamine N-oxide;p;0;C3H9NO
1665;1665;tmao_e;Trimethylamine N-oxide;e;0;C3H9NO
1666;1666;tma_e;Trimethylamine;e;1;C3H10N
1667;1667;2tpr3dpcoa_c;2'-(5''-triphosphoribosyl)-3'-dephospho-CoA;c;-6;C26H40N7O26P5S
